Feature,Importance
Objective,36.40328314728973
AdPlatform,22.103217611596968
TargetInterests,12.201283605271984
AdFormat,10.654377062786912
TargetAgeGroup,8.905444508182567
CampaignDurationDays,5.809624472035102
TargetGender,2.6985713467870434
MonthNum,0.9625675148350501
Year,0.26163073121470076
