Model,Model Version,Train_R2,Test_R2,Train_MAE,Test_MAE,Train_RMSE,Test_RMSE,Train_MAPE,Test_MAPE
LinearRegression_CPM,Baseline Only,0.8972748068345442,0.8961571078307136,1.406283145514104,1.4248863379012628,1.6863391330194129,1.7043773485888658,12.060019908553981,12.212186758738957
