Model,Model Version,Train_R2,Test_R2,Train_MAE,Test_MAE,Train_RMSE,Test_RMSE,Train_MAPE,Test_MAPE
CatBoost_CPM,Before Tuning,0.9094274725258757,0.8989282385239882,1.332794807610956,1.418210946127466,1.5834511821270811,1.681482235269255,11.510258045355005,12.182382774998981
CatBoost_CPM,After Tuning,0.9078341646404864,0.8991598711895012,1.3426076274459608,1.4228272886177347,1.5973181147359254,1.6795543495017062,11.570509502999455,12.22075866919045
