Model,Model Version,Train_R2,Test_R2,Train_MAE,Test_MAE,Train_RMSE,Test_RMSE,Train_MAPE,Test_MAPE
LightGBM_CPM,Before Tuning,0.9143140273790694,0.8961614088090248,1.293029582221357,1.437082461495198,1.5401439011410518,1.7043420521628774,11.135493443476852,12.293779375661645
LightGBM_CPM,After Tuning,0.9161201263132337,0.8967090124943605,1.2803004456268063,1.4333373575517505,1.5238257879327342,1.6998420984248812,11.016881802607877,12.234578207838437
