Model,Model Version,Train_R2,Test_R2,Train_MAE,Test_MAE,Train_RMSE,Test_RMSE,Train_MAPE,Test_MAPE
LightGBM,Before Tuning,0.9176820567896616,0.8776286035346174,30909.606291160497,36774.62721552262,50918.62723062499,61222.765060439735,10.333476549089923,12.463825323813523
LightGBM,After Tuning,0.9152060235242339,0.8865151814121692,31315.881184493355,35611.12652000314,51678.74189838879,58957.88096980659,10.427399470409672,12.077536766810418
