Model,Model Version,Train_R2,Test_R2,Train_MAE,Test_MAE,Train_RMSE,Test_RMSE,Train_MAPE,Test_MAPE
Linear Regression,Baseline Only,0.8667626491815504,0.8673460264774141,40448.915813249216,39920.26335574451,64780.22105971466,63743.09019843899,14.314086107240742,14.235014056291199
