Feature,Importance
Cost,44.476231108497856
Objective,23.755693205675342
AdPlatform,10.001614300141867
TargetInterests,7.199291402773259
AdFormat,5.209067535134436
TargetAgeGroup,4.15118320639244
CampaignDurationDays,2.450262939362133
TargetGender,1.4479977220971691
MonthNum,0.8849132464568136
Year,0.4237453334688158
