Model,Target,Search_Method,Best_Params,Runtime_Minutes,Train_R2,Test_R2,Train_MAE,Test_MAE,Train_RMSE,Test_RMSE,Train_MAPE,Test_MAPE,CV_Best_RMSE_CPMScale
LightGBM_CPM,CPM,GridSearchCV,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'min_child_samples': 10, 'n_estimators': 300, 'num_leaves': 31, 'subsample': 0.8}",41.09615648190181,0.9161201263132337,0.8967090124943605,1.2803004456268063,1.4333373575517505,1.5238257879327342,1.6998420984248812,11.016881802607877,12.234578207838437,1.703003747582762
CatBoost_CPM,CPM,GridSearchCV,"{'bagging_temperature': 0.3, 'border_count': 64, 'depth': 5, 'iterations': 650, 'l2_leaf_reg': 9, 'learning_rate': 0.1, 'random_strength': 1}",333.9879679600398,0.9078341646404864,0.8991598711895012,1.3426076274459608,1.4228272886177347,1.5973181147359254,1.6795543495017062,11.570509502999455,12.22075866919045,1.6972221134968042
LinearRegression_CPM,CPM,Baseline Only,Default,,0.8972748068345442,0.8961571078307126,1.406283145514104,1.4248863379012673,1.686339133019413,1.7043773485888742,12.060019908553945,12.21218675873895,
